studyid,waveparticipated,w1weight_full,w1survey_yr,cohort,geduc1,geduc2,geducation,gemployment2010,gp1,gurban_i,gcendiv,gcenreg,gmilesaway,gmilesaway2,w1q01,w1q02,w1q03,w1q19a,w1q19b,w1q19c,w1q19d,w1q20_t_verb,w1q30_1,w1q30_2,w1q30_3,w1q30_4,w1q30_5,w1q32,w1q33,w1q34,w1q35,w1q36,w1q37,w1q38,w1q39_1,w1q39_2,w1q39_3,w1q39_4,w1q39_5,w1q39_6,w1q39_7,w1q39_8,w1q39_9,w1q39_10,w1q39_11,w1q39_12,w1q39_t_verb,w1q45,w1q46,w1q47,w1q48,w1q49,w1q50,w1q51,w1q52,w1q64_1,w1q64_2,w1q64_3,w1q64_4,w1q64_5,w1q64_6,w1q64_7,w1q64_8,w1q64_9,w1q64_10,w1q64_11,w1q64_12,w1q64_13,w1q64_t_verb,w1q65,w1q69,w1q72,w1q74_5,w1q74_6,w1q74_10,w1q74_11,w1q74_14,w1q74_17,w1q74_18,w1q74_20,w1q74_21,w1q74_22,w1q74_23,w1q75,w1q76,w1q77a,w1q77b,w1q77c,w1q77d,w1q77e,w1q77f,w1q78,w1q79,w1q89,w1q101,w1q102,w1q103,w1q104,w1q105,w1q106,w1q107,w1q108,w1q109,w1q110,w1q111,w1q112,w1q113,w1q114,w1q115,w1q116,w1q117,w1q119,w1q120,w1q121,w1q122,w1q123a,w1q123b,w1q123c,w1q123d,w1q124,w1q134,w1q135a,w1q135b,w1q135c,w1q135d,w1q135e,w1q135f,w1q136_1,w1q136_2,w1q136_3,w1q136_4,w1q136_5,w1q136_6,w1q136_7,w1q136_8,w1q136_9,w1q136_10,w1q137,w1q138,w1q139_1,w1q139_2,w1q139_3,w1q139_4,w1q139_5,w1q139_6,w1q139_7,w1q139_8,w1q139_9,w1q139_10,w1q140,w1q141_1,w1q141_2,w1q141_3,w1q141_4,w1q141_5,w1q141_6,w1q141_7,w1q141_8,w1q141_9,w1q141_10,w1q142a,w1q142b,w1q142c,w1q142d,w1q142e,w1q142f,w1q142g,w1q142h,w1q142i,w1q142j,w1q142k,w1q143_1,w1q143_2,w1q143_3,w1q143_4,w1q143_5,w1q143_6,w1q143_7,w1q143_8,w1q143_9,w1q143_10,w1q145_1,w1q145_2,w1q145_3,w1q145_4,w1q145_5,w1q145_6,w1q145_7,w1q145_8,w1q145_9,w1q145_10,w1q146a,w1q146b,w1q146c,w1q146d,w1q146e,w1q146f,w1q146g,w1q146h,w1q146i,w1q146j,w1q146k,w1q146l,w1q162,w1q163_1,w1q163_2,w1q163_3,w1q163_4,w1q163_5,w1q163_6,w1q163_7,w1q163_8,w1q163_9,w1q163_10,w1q166,w1q167,w1q168,w1q169,w1q170_1,w1q170_2,w1q170_3,w1q170_4,w1q171_1,w1q171_2,w1q171_3,w1q171_4,w1q171_5,w1q171_6,w1q171_7,w1q171_8,w1q171_9,w1q172,w1q173,w1q174,w1q175,w1q176,w1q177_1,w1q177_2,w1q177_3,w1q177_4,w1q177_5,w1q177_6,w1q177_7,w1q177_8,w1q177_9,w1q177_10,w1q177_11,w1q177_12,w1q178,w1q179,w1q180,w1q181,w1q182,w1q183,w1q184,w1q185,screen_race,w1race,w1sample,w1sex,w1gender,w1sex_gender,w1age,w1sexualid,w1sexminid,w1pinc,w1pinc_i,w1hinc_i,w1poverty_i,w1povertycat_i,w1conversion,w1conversionhc,w1conversionrel,w1ace_i,w1ace_emo_i,w1ace_inc_i,w1ace_ipv_i,w1ace_men_i,w1ace_phy_i,w1ace_sep_i,w1ace_sex_i,w1ace_sub_i,w1auditc_i,w1childgnc_i,w1connectedness_i,w1dudit_i,w1everyday_i,w1feltstigma_i,w1hcthreat_i,w1idcentral_i,w1internalized_i,w1kessler6_i,w1lifesat_i,w1meim_i,w1socialwb_i,w1socsupport_fam_i,w1socsupport_fr_i,w1socsupport_i,w1socsupport_so_i,grespondent_date_w2,gsurvey,gp2,grace,grespondent_date_w3,wave3,nopolicecontact
158459258,4,3.3329373753085,2016,1,1,1,2,1.0,3.0,1,8,4,5.8870630808,0.0,6.0,8.0,2.0,1.0,2.0,2.0,1.0,,1.0,2.0,,,,2.0,97.0,7.0,7.0,7.0,5.0,5.0,,,,,,,,,,,11.0,,,17.0,21.0,21.0,19.0,19.0,19.0,19.0,5.0,,2.0,,,,,,,,,,,,,2.0,1.0,31.0,,,,,,,,,,22.0,23.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,7.0,3.0,97,13.0,23.0,3.0,97.0,13.0,21.0,3.0,97,13.0,23.0,1.0,97.0,97.0,97.0,97.0,1.0,97,97.0,97.0,2.0,1.0,2.0,4.0,4.0,19.0,4.0,1.0,1.0,4.0,4.0,4.0,,,,4.0,,,,8.0,9.0,,1.0,3.0,,2.0,,4.0,,,7.0,,,,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,6.0,,,,,1.0,2.0,,4.0,5.0,6.0,7.0,8.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,,2.0,,4.0,5.0,,7.0,,,,1.0,1.0,3.0,2.0,7.0,7.0,7.0,7.0,1.0,,,,,,,,,7.0,1.0,7.0,2.0,2.0,,2.0,,,,,,,,,,,2.0,10.0,3.0,6.0,1.0,7,7,7,1,6,1,1,1,1,25,4,2.0,7.0,7,7,0.0,4.0,1,0,1,8,1,1,1,1,1,1,1,1,0,3,3.0,0,3.0,3.6666667461395,5.0,4.4000000953674,1.6000000238419,13,5.0,2.0,5.2666668891907,1.75,6.0,4.5833334922791,6.0,21105.0,2.0,3.0,1.0,21474.0,1.0,
158462184,4,1.2222649621495,2016,1,2,2,4,1.0,2.0,1,9,4,49.2960357437,0.0,4.0,6.0,3.0,2.0,1.0,1.0,2.0,,1.0,2.0,,,,2.0,97.0,7.0,7.0,7.0,2.0,1.0,,,,,,,,,,,11.0,,,7.0,22.0,99.0,13.0,15.0,,99.0,4.0,,,,,,,,,9.0,,,,,,2.0,3.0,16.0,,,,,,,,,,,,1.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,5.0,7.0,3.0,97,10.0,23.0,2.0,15.0,97.0,97.0,3.0,97,14.0,22.0,1.0,97.0,97.0,97.0,97.0,1.0,97,97.0,97.0,4.0,2.0,3.0,4.0,5.0,97.0,2.0,1.0,1.0,1.0,4.0,1.0,,2.0,,,,,,,,,4.0,1.0,,,,,,,,,,10.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,1.0,2.0,,,,,,,,10.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,,,,,,6.0,,8.0,,10.0,1.0,1.0,3.0,2.0,7.0,7.0,7.0,7.0,1.0,,,,,,,,,4.0,2.0,4.0,,2.0,,2.0,,4.0,,,,,,,,,1.0,9.0,2.0,6.0,1.0,7,7,7,1,6,1,1,1,1,23,5,3.0,4.0,4,4,0.0,2.0,0,0,0,7,1,1,1,1,1,1,0,1,3,3,2.5714285373688,0,1.777777671814,2.3333332538605,1.25,3.2000000476837,1.0,15,2.4000000953674,3.3333332538605,4.3333334922791,1.0,6.0,3.0,2.0,21112.0,2.0,,1.0,21478.0,1.0,1.0
158521824,4,0.9990622978981,2016,2,2,2,4,6.0,3.0,0,5,3,112.2054608885,1.0,5.0,7.0,,2.0,2.0,2.0,2.0,,1.0,2.0,,,,1.0,17.0,2.0,1.0,1.0,3.0,2.0,1.0,,,,5.0,,,,,10.0,,,,5.0,11.0,15.0,13.0,13.0,18.0,99.0,2.0,,,3.0,,,,,,,,,,,,2.0,3.0,19.0,,,,,,,,,,22.0,,1.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,5.0,1.0,3.0,97,9.0,34.0,3.0,97.0,9.0,34.0,3.0,97,9.0,34.0,2.0,1.0,34.0,97.0,97.0,3.0,97,10.0,35.0,3.0,2.0,5.0,4.0,4.0,97.0,2.0,3.0,1.0,2.0,4.0,1.0,,,,,,,,,,,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,,2.0,,,,,,8.0,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,4.0,,,7.0,8.0,9.0,,1.0,1.0,3.0,2.0,7.0,7.0,7.0,7.0,,,,4.0,,6.0,,,9.0,5.0,2.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,,1.0,9.0,1.0,5.0,1.0,7,7,7,1,6,1,1,1,1,36,4,2.0,1.0,1,5,0.0,2.0,0,0,0,4,1,0,0,0,1,1,1,0,5,2,2.7142856121063,1,1.222222328186,4.3333334922791,2.25,4.4000000953674,1.0,10,3.7999999523163,2.3333332538605,3.2000000476837,4.25,5.25,5.1666665077209,6.0,21136.0,1.0,1.0,1.0,21522.0,1.0,1.0
158524276,1,0.7889440161368,2016,1,3,2,5,6.0,3.0,1,5,3,41.2944152308,0.0,4.0,6.0,3.0,2.0,2.0,2.0,2.0,,,2.0,,,,1.0,4.0,2.0,1.0,4.0,5.0,3.0,,,,,,,7.0,,9.0,10.0,,,,9.0,12.0,21.0,15.0,16.0,16.0,17.0,2.0,,,,4.0,,,,,,,,,,,2.0,3.0,26.0,,,,,,,,,,22.0,,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,97,14.0,24.0,2.0,14.0,97.0,97.0,3.0,97,14.0,23.0,1.0,97.0,97.0,97.0,97.0,1.0,97,97.0,97.0,3.0,1.0,2.0,1.0,3.0,97.0,3.0,3.0,1.0,3.0,4.0,4.0,,,,,,,,,,,1.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,6.0,,,,,1.0,,,4.0,,6.0,7.0,,9.0,,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,,,,4.0,,,7.0,,,,1.0,1.0,3.0,2.0,7.0,7.0,7.0,7.0,,,,,,,7.0,,,5.0,2.0,4.0,2.0,2.0,,2.0,,,,,,,,,,,1.0,9.0,1.0,5.0,1.0,7,7,7,1,6,1,2,2,2,24,3,1.0,4.0,4,5,0.0,2.0,0,0,0,5,0,1,1,1,0,1,0,1,4,2,3.0,10,2.3333332538605,4.0,5.0,3.2000000476837,3.2000000476837,12,1.7999999523163,3.3333332538605,2.8666665554047,4.0,6.0,5.0833334922791,5.25,,,,,,,
158529395,3,0.7781345896153,2016,3,2,2,4,1.0,2.0,1,8,4,62.8719943865,1.0,5.0,9.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,11.0,1.0,1.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,,98.0,16.0,19.0,12.0,19.0,18.0,98.0,5.0,,2.0,,,,,,,,,,,,,2.0,3.0,0.0,,,,11.0,,,,,,,,2.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,6.0,7.0,1.0,97,97.0,97.0,1.0,97.0,97.0,97.0,1.0,97,97.0,97.0,1.0,97.0,97.0,97.0,97.0,1.0,97,97.0,97.0,1.0,1.0,2.0,3.0,3.0,97.0,1.0,2.0,,1.0,4.0,2.0,,,,,,,,,,,3.0,1.0,,,,,,,,,,,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,1.0,3.0,2.0,7.0,7.0,7.0,7.0,1.0,,,,,,,,,9.0,6.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,7,7,7,3,3,1,1,1,1,59,2,1.0,6.0,6,9,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.8571429252625,0,1.3333332538605,2.0,1.75,3.5999999046326,1.0,2,6.1999998092651,4.3333334922791,4.4000000953674,5.0,5.25,5.4166665077209,6.0,,2.0,,5.0,21522.0,1.0,1.0
158633922,1,0.8461310960186,2016,2,3,2,5,2.0,2.0,1,9,4,2.2803602068,0.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,,,,2.0,97.0,7.0,7.0,7.0,5.0,5.0,1.0,,,,,,,,,,,,,6.0,17.0,17.0,12.0,13.0,13.0,6.0,1.0,,,,,,6.0,,,,,,,,,2.0,3.0,10.0,,,,,,,,,,,,2.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,27,97.0,97.0,2.0,27.0,97.0,97.0,3.0,97,13.0,27.0,1.0,97.0,97.0,97.0,97.0,1.0,97,97.0,97.0,1.0,1.0,1.0,1.0,2.0,97.0,4.0,1.0,1.0,4.0,4.0,4.0,,,,,,,,,,,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,1.0,3.0,2.0,7.0,7.0,7.0,7.0,,,3.0,,,,,,,6.0,2.0,6.0,2.0,2.0,,2.0,,,,,,,,,,,2.0,11.0,11.0,5.0,1.0,7,7,7,1,6,1,1,1,1,34,5,3.0,6.0,6,6,0.0,3.0,0,0,0,3,0,0,0,1,0,1,0,1,4,2,4.0,9,1.222222328186,2.0,3.25,4.4000000953674,1.0,7,5.1999998092651,3.0,5.6666665077209,7.0,7.0,7.0,7.0,,,,,,,
158635579,4,0.3300031492334,2016,1,3,2,5,1.0,3.0,0,6,3,87.4849721273,1.0,9.0,9.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,5.0,5.0,,2.0,,,,6.0,,8.0,,,,,,16.0,17.0,21.0,16.0,16.0,16.0,17.0,3.0,,2.0,,,,,,,,,,,,,1.0,2.0,0.0,,,,,,,,,,,,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,1.0,3.0,97,17.0,21.0,3.0,97.0,17.0,21.0,3.0,97,17.0,21.0,2.0,1.0,17.0,97.0,97.0,1.0,97,97.0,97.0,1.0,1.0,1.0,2.0,1.0,97.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,4.0,3.0,,,,,,6.0,,,,,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,5.0,6.0,7.0,8.0,,,1.0,2.0,,,5.0,6.0,7.0,8.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,,,5.0,6.0,7.0,8.0,,,1.0,1.0,3.0,2.0,7.0,7.0,7.0,7.0,1.0,,,,,,,,,5.0,2.0,5.0,1.0,3.0,,,,,,,,,,,,12.0,7.0,1.0,1.0,6.0,1.0,7,7,7,2,8,1,1,1,1,22,2,1.0,5.0,5,5,0.0,2.0,0,0,0,5,1,0,1,1,0,0,1,1,7,2,3.0,0,3.0,3.0,3.5,3.7999999523163,1.0,0,5.0,3.6666667461395,4.1999998092651,5.0,5.75,5.5833334922791,6.0,21171.0,1.0,1.0,3.0,21571.0,1.0,
158635705,4,0.4772868768442,2016,3,4,2,6,6.0,2.0,1,1,1,22.0549218006,0.0,8.0,8.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,2.0,97.0,7.0,7.0,7.0,3.0,2.0,1.0,,,,,,,,,,,,,4.0,12.0,18.0,17.0,17.0,17.0,99.0,5.0,,,,,,,,8.0,9.0,,,,,,2.0,3.0,0.0,,,,,,,,,,,23.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,3.0,2.0,16,97.0,97.0,2.0,16.0,97.0,97.0,1.0,97,97.0,97.0,1.0,97.0,97.0,97.0,97.0,1.0,97,97.0,97.0,1.0,1.0,1.0,1.0,3.0,97.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,4.0,,,7.0,,,,3.0,1.0,,,,,,,,,,10.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,7.0,,,,1.0,1.0,3.0,2.0,7.0,7.0,7.0,7.0,,,,,,,,,9.0,3.0,1.0,3.0,2.0,2.0,,2.0,,,,,,,,,,,1.0,7.0,2.0,4.0,1.0,7,7,7,1,6,1,1,1,1,55,2,1.0,3.0,3,3,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3.7142858505249,0,1.0,3.3333332538605,1.0,5.0,1.0,0,5.5999999046326,5.0,6.8666667938232,7.0,6.0,6.3333334922791,6.0,21145.0,1.0,,1.0,21530.0,1.0,1.0
158637326,4,0.4770191827317,2016,3,3,2,5,1.0,2.0,1,5,3,9.0311205156,0.0,8.0,7.0,2.0,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,34.0,2.0,1.0,1.0,6.0,6.0,,,,4.0,,,,,,10.0,,,,6.0,7.0,19.0,21.0,20.0,23.0,21.0,5.0,,2.0,,,,,,,,,,,,,2.0,3.0,3.0,,,,,14.0,,,,,,,2.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,7.0,2.0,16,97.0,97.0,1.0,97.0,97.0,97.0,1.0,97,97.0,97.0,2.0,1.0,22.0,97.0,97.0,1.0,97,97.0,97.0,1.0,1.0,1.0,1.0,3.0,97.0,3.0,2.0,2.0,2.0,3.0,3.0,,,,,,,7.0,,,,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,,,,,,,7.0,,,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,,,,,,8.0,,,1.0,1.0,3.0,2.0,7.0,7.0,7.0,7.0,1.0,,,,,,,,,9.0,2.0,8.0,1.0,1.0,1.0,,3.0,,,,,,,,,,1.0,12.0,1.0,6.0,1.0,7,7,7,1,6,1,2,2,2,57,6,3.0,8.0,8,9,0.0,4.0,0,0,0,3,1,1,0,0,0,0,1,0,4,2,3.0,0,1.222222328186,2.3333332538605,2.0,5.0,1.0,6,5.8000001907349,3.6666667461395,5.4666666984558,6.0,6.25,6.1666665077209,6.25,21119.0,2.0,,1.0,21492.0,1.0,1.0
158638611,2,0.9350568258378,2016,1,3,2,5,1.0,3.0,1,8,4,2.2864799008,0.0,8.0,9.0,1.0,2.0,2.0,2.0,1.0,,,2.0,,,,1.0,6.0,2.0,1.0,1.0,3.0,2.0,,,,,,,,,,,11.0,,,5.0,99.0,99.0,16.0,16.0,20.0,99.0,4.0,,,,4.0,,,,,,,,,,,2.0,3.0,8.0,,,,,,,,,,,,2.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,7.0,1.0,97,97.0,97.0,1.0,97.0,97.0,97.0,1.0,97,97.0,97.0,1.0,97.0,97.0,97.0,97.0,1.0,97,97.0,97.0,3.0,1.0,4.0,4.0,4.0,97.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,1.0,,,,,6.0,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,1.0,,,,,,,,,6.0,2.0,6.0,1.0,3.0,,2.0,3.0,,,,,,,,,,2.0,11.0,3.0,6.0,1.0,7,7,7,1,6,1,1,1,1,24,4,2.0,6.0,6,6,0.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,3.1428570747375,2,1.222222328186,3.3333332538605,2.75,3.0,1.2000000476837,2,6.5999999046326,2.8333332538605,5.4666666984558,7.0,7.0,7.0,7.0,21130.0,,,,,,
158639814,4,0.5751425759472,2016,3,2,2,4,2.0,3.0,0,4,2,159.4849605427,1.0,8.0,8.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,,2.0,97.0,7.0,7.0,7.0,6.0,6.0,,,,,,,,8.0,,,,,,5.0,8.0,15.0,12.0,15.0,18.0,18.0,4.0,,,,,,,7.0,,,,,,,,2.0,3.0,1.0,,,,,,,,,,,,1.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,3.0,97,15.0,45.0,3.0,97.0,15.0,45.0,3.0,97,15.0,45.0,2.0,1.0,15.0,97.0,97.0,1.0,97,97.0,97.0,1.0,2.0,5.0,2.0,3.0,97.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,4.0,,,7.0,,,,4.0,2.0,,2.0,,,,6.0,7.0,,,,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,1.0,,,,,,7.0,8.0,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,7.0,8.0,,,1.0,1.0,3.0,2.0,7.0,7.0,7.0,7.0,,,3.0,,,,,,,7.0,1.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,12.0,1.0,6.0,1.0,7,7,7,1,6,1,2,2,2,59,3,1.0,7.0,7,7,0.0,4.0,0,0,0,6,1,0,1,1,1,0,1,1,0,2,3.0,0,1.3333332538605,5.0,3.5,4.8000001907349,2.0,1,6.8000001907349,3.6666667461395,5.4666666984558,2.0,7.0,5.3333334922791,7.0,21108.0,1.0,1.0,1.0,21474.0,1.0,1.0
158708494,4,0.9367797866315,2016,1,2,2,4,1.0,2.0,1,7,3,5.3956172333,0.0,4.0,7.0,3.0,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,1.0,1.0,2.0,4.0,5.0,5.0,,,,,,,,,,,11.0,,,6.0,19.0,99.0,13.0,14.0,16.0,99.0,4.0,,,,4.0,,,,,,,,,,,2.0,3.0,31.0,,,,,,,,,,,,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,97,12.0,23.0,3.0,97.0,15.0,16.0,3.0,97,13.0,23.0,3.0,2.0,97.0,15.0,16.0,3.0,97,13.0,23.0,3.0,3.0,3.0,5.0,4.0,97.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,10.0,1.0,2.0,,,,,,,,,,10.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,97.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,10.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,,,,,,,,,,10.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,1.0,,,,,,7.0,,,8.0,3.0,2.0,1.0,3.0,,2.0,,4.0,,,,,,,,,1.0,9.0,2.0,6.0,1.0,7,7,7,3,3,1,2,2,2,23,4,2.0,2.0,2,8,0.0,4.0,0,0,0,3,0,0,0,1,0,1,0,1,3,3,2.8571429252625,2,2.777777671814,1.3333333730698,3.5,3.2000000476837,1.2000000476837,16,3.5999999046326,3.0,3.5999999046326,5.0,6.0,5.5833334922791,5.75,21115.0,2.0,,5.0,21480.0,1.0,1.0
158709161,4,0.4601939806906,2016,3,3,2,5,1.0,2.0,1,2,1,3.5942071701,0.0,6.0,7.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,,,,1.0,5.0,2.0,2.0,4.0,5.0,5.0,,,,4.0,5.0,,,8.0,,10.0,,,,14.0,48.0,48.0,29.0,48.0,52.0,99.0,5.0,,,3.0,,,,,,,,,,,,2.0,3.0,11.0,,,,11.0,,,,,,,23.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,3.0,3.0,97,19.0,53.0,3.0,97.0,19.0,46.0,3.0,97,19.0,44.0,1.0,97.0,97.0,97.0,97.0,1.0,97,97.0,97.0,3.0,4.0,4.0,3.0,4.0,97.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,4.0,,,7.0,,,,3.0,3.0,,2.0,,4.0,5.0,,,,,,2.0,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,4.0,5.0,,,,,,,2.0,,4.0,5.0,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,4.0,,,7.0,,,,2.0,,2.0,1.0,,,3.0,,1.0,,,,,,,,,11.0,3.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,4.0,4.0,4.0,1.0,7,7,7,1,6,1,2,2,2,53,4,2.0,10.0,10,11,0.0,4.0,0,0,0,4,1,0,1,1,1,0,0,0,3,3,2.8571429252625,0,2.222222328186,3.0,2.0,3.4000000953674,3.4000000953674,11,2.4000000953674,3.6666667461395,4.2666668891907,3.0,5.0,4.6666665077209,6.0,21130.0,2.0,,1.0,21506.0,1.0,1.0
